timestamp,brand,location,url,source,image
24-09-2024 03:00:48 AM,fptshop,Cà Mau,https://fptshop.com.vn/?utm_source=accesstrade&aff_sid=NaJwqy5Z92Nb8NFVs36y5xYdDYx1GxqnO3rN4oFVKojo6zIx&gad_source=1&gbraid=0AAAAA-O8sedMJ0Ux-msegOvaBzvonMqS6&gclid=EAIaIQobChMIyKywvu3ZiAMVqBB7Bx2KpxlvEAAYASAAEgJ7ovD_BwE,accesstrade,https://storage.dev.masoffer.tech/dev-sem-check/fptshop-20240924030048.webp
24-09-2024 03:00:52 AM,fptshop,Phan Thiết,https://fptshop.com.vn/?utm_source=accesstrade&aff_sid=NaJwqy5Z92Nb8NFVs36y5xYdDYx1GxqnO3rN4oFVKojo6zIx&gad_source=1&gbraid=0AAAAA-O8sefsft5yodW3SfM1MJ2ZR8zCZ&gclid=EAIaIQobChMI8Pvpvu3ZiAMVRsNMAh0ePTVSEAAYASAAEgK4EPD_BwE,accesstrade,https://storage.dev.masoffer.tech/dev-sem-check/fptshop-20240924030052.webp
24-09-2024 03:00:27 PM,fptshop,Hà Tĩnh,https://fptshop.com.vn/?utm_source=accesstrade&aff_sid=NaJwqy5Z92Nb8NFVs36y5xYdDYx1GxqnO3rN4oFVKojo6zIx&gad_source=1&gbraid=0AAAAA-O8sedWvx_EUom4Ns6fO3F7N8bad&gclid=EAIaIQobChMImMnPqo7biAMVANwWBR2rTBgLEAAYASAAEgLcm_D_BwE,accesstrade,https://storage.dev.masoffer.tech/dev-sem-check/fptshop-20240924150027.webp
24-09-2024 03:00:30 PM,fptshop,Hai Phong,https://fptshop.com.vn/?utm_source=accesstrade&aff_sid=NaJwqy5Z92Nb8NFVs36y5xYdDYx1GxqnO3rN4oFVKojo6zIx&gad_source=1&gbraid=0AAAAA-O8sedWvx_EUom4Ns6fO3F7N8bad&gclid=EAIaIQobChMItObQqo7biAMVRV8PAh3KSAAKEAAYASAAEgJY8_D_BwE,accesstrade,https://storage.dev.masoffer.tech/dev-sem-check/fptshop-20240924150030.webp
24-09-2024 03:00:42 PM,fptshop,Quảng Ninh,https://fptshop.com.vn/?utm_source=accesstrade&aff_sid=NaJwqy5Z92Nb8NFVs36y5xYdDYx1GxqnO3rN4oFVKojo6zIx&gad_source=1&gbraid=0AAAAA-O8sedWvx_EUom4Ns6fO3F7N8bad&gclid=EAIaIQobChMIu8C3so7biAMVdOEWBR2HdwnLEAAYASAAEgIclvD_BwE,accesstrade,https://storage.dev.masoffer.tech/dev-sem-check/fptshop-20240924150042.webp
24-09-2024 03:00:55 PM,fptshop,Cà Mau,https://fptshop.com.vn/?utm_source=accesstrade&aff_sid=NaJwqy5Z92Nb8NFVs36y5xYdDYx1GxqnO3rN4oFVKojo6zIx&gad_source=1&gbraid=0AAAAA-O8sedWvx_EUom4Ns6fO3F7N8bad&gclid=EAIaIQobChMItdyouI7biAMVrWAPAh2tsjdDEAAYASAAEgJ-GPD_BwE,accesstrade,https://storage.dev.masoffer.tech/dev-sem-check/fptshop-20240924150055.webp
24-09-2024 03:00:53 PM,fptshop,Cần Thơ,https://fptshop.com.vn/?utm_source=accesstrade&aff_sid=NaJwqy5Z92Nb8NFVs36y5xYdDYx1GxqnO3rN4oFVKojo6zIx&gad_source=1&gbraid=0AAAAA-O8sedWvx_EUom4Ns6fO3F7N8bad&gclid=EAIaIQobChMI6oeMt47biAMVa1kPAh212yaCEAAYASAAEgKt4PD_BwE,accesstrade,https://storage.dev.masoffer.tech/dev-sem-check/fptshop-20240924150053.webp
